student_id,angkatan,program,jenis_kelamin,id_agama,ips_sem1,ips_sem2,ips_sem3,ips_sem4,ipk_sem4,sks_sem1,sks_sem2,sks_sem3,sks_sem4,total_sks_lulus_sem4,failed_courses,failed_in_sem1,repeated_courses,avg_attendance,ips_trend,avg_ips,ips_std,ips_max,ips_min,sks_completion_ratio,semester_count,target
227422017,2022,IH,L,1,3.17,3.67,3.67,,3.21,133,6,6,,145,0,0,0,66.7,0.5,3.5033,0.2887,3.67,3.17,1.8125,3,1
227422018,2022,IH,L,1,3.21,3.67,4.0,,3.26,133,6,6,,145,0,0,0,69.17,0.79,3.6267,0.3968,4.0,3.21,1.8125,3,1
227422019,2022,IH,L,1,3.07,3.0,3.67,,3.09,133,4,6,,143,0,0,0,32.88,0.6,3.2467,0.3683,3.67,3.0,1.7875,3,1
227422021,2022,IH,L,1,3.01,3.77,3.7,2.91,3.23,71,22,23,23,139,2,0,0,52.47,-0.1,3.3475,0.4502,3.77,2.91,1.7375,5,1
227441006,2022,AP,L,1,2.85,2.0,2.05,2.11,2.24,20,21,22,19,82,9,0,0,63.71,-0.74,2.2525,0.4009,2.85,2.0,1.025,7,0
227441010,2022,AP,L,1,3.1,2.48,3.36,3.0,2.99,20,21,22,19,82,2,0,0,75.19,-0.1,2.985,0.3693,3.36,2.48,1.025,7,0
2327421001,2023,IH,L,1,3.1,3.16,4.0,0.0,2.49,20,19,18,21,78,0,0,0,,-3.1,2.565,1.7587,4.0,0.0,0.975,4,0
2327421002,2023,IH,L,1,3.1,3.0,4.0,0.0,2.45,20,19,18,21,78,0,0,0,,-3.1,2.525,1.7424,4.0,0.0,0.975,4,0
2327421003,2023,IH,P,1,3.1,3.16,4.0,0.0,2.49,20,19,18,21,78,0,0,0,,-3.1,2.565,1.7587,4.0,0.0,0.975,4,0
2327421004,2023,IH,P,1,3.2,3.0,4.0,0.0,2.4699999999999998,20,19,18,21,78,0,0,0,,-3.2,2.55,1.754,4.0,0.0,0.975,4,0
2327421005,2023,IH,L,1,3.2,3.0,4.0,0.0,2.4699999999999998,20,19,18,21,78,0,0,0,,-3.2,2.55,1.754,4.0,0.0,0.975,4,0
2327421006,2023,IH,L,1,3.1,3.16,4.0,0.0,2.49,20,19,18,21,78,0,0,0,,-3.1,2.565,1.7587,4.0,0.0,0.975,4,0
2327421007,2023,IH,L,1,3.1,3.16,4.0,0.0,2.49,20,19,18,21,78,0,0,0,,-3.1,2.565,1.7587,4.0,0.0,0.975,4,0
2327421008,2023,IH,L,2,3.2,3.0,4.0,0.0,2.4699999999999998,20,19,18,21,78,0,0,0,,-3.2,2.55,1.754,4.0,0.0,0.975,4,0
2327421009,2023,IH,L,1,3.1,3.0,4.0,0.0,2.45,20,19,18,21,78,0,0,0,,-3.1,2.525,1.7424,4.0,0.0,0.975,4,0
2327421010,2023,IH,L,1,3.2,3.0,4.0,0.0,2.4699999999999998,20,19,18,21,78,0,0,0,,-3.2,2.55,1.754,4.0,0.0,0.975,4,0
2327421011,2023,IH,L,1,3.2,3.0,4.0,0.0,2.4699999999999998,20,19,18,21,78,0,0,0,,-3.2,2.55,1.754,4.0,0.0,0.975,4,0
2327421012,2023,IH,L,1,3.1,3.0,4.0,0.0,2.45,20,19,18,21,78,0,0,0,,-3.1,2.525,1.7424,4.0,0.0,0.975,4,0
2327421013,2023,IH,L,1,3.1,3.0,4.0,0.0,2.45,20,19,18,21,78,0,0,0,,-3.1,2.525,1.7424,4.0,0.0,0.975,4,0
2327421015,2023,IH,L,1,3.2,3.0,4.0,0.0,2.4699999999999998,20,19,18,21,78,0,0,0,,-3.2,2.55,1.754,4.0,0.0,0.975,4,0
2327421016,2023,IH,L,1,3.1,3.16,4.0,0.0,2.49,20,19,18,21,78,0,0,0,,-3.1,2.565,1.7587,4.0,0.0,0.975,4,0
2327421017,2023,IH,L,1,3.1,3.0,4.0,0.0,2.45,20,19,18,21,78,0,0,0,,-3.1,2.525,1.7424,4.0,0.0,0.975,4,0
2327421018,2023,IH,L,1,3.1,3.16,4.0,0.0,2.49,20,19,18,21,78,0,0,0,,-3.1,2.565,1.7587,4.0,0.0,0.975,4,0
2327421019,2023,IH,L,1,3.1,3.16,4.0,0.0,2.49,20,19,18,21,78,0,0,0,,-3.1,2.565,1.7587,4.0,0.0,0.975,4,0
2327421020,2023,IH,L,1,3.1,3.0,4.0,0.0,2.45,20,19,18,21,78,0,0,0,,-3.1,2.525,1.7424,4.0,0.0,0.975,4,0
2327421021,2023,IH,L,1,3.1,3.0,4.0,0.0,2.45,20,19,18,21,78,0,0,0,,-3.1,2.525,1.7424,4.0,0.0,0.975,4,0
2327421022,2023,IH,L,1,3.1,3.0,4.0,0.0,2.45,20,19,18,21,78,0,0,0,,-3.1,2.525,1.7424,4.0,0.0,0.975,4,0
2327421061,2023,IH,L,1,3.2,3.16,3.67,0.0,2.44,20,19,18,21,78,0,0,0,,-3.2,2.5075,1.6876,3.67,0.0,0.975,4,0
2327421062,2023,IH,L,1,3.0,3.0,3.67,0.0,2.35,20,19,18,21,78,0,0,0,,-3.0,2.4175,1.6423,3.67,0.0,0.975,4,0
2327421063,2023,IH,P,1,3.35,3.0,3.67,0.0,2.44,20,19,18,21,78,0,0,0,,-3.35,2.505,1.6923,3.67,0.0,0.975,4,0
2327421064,2023,IH,L,1,3.1,3.0,3.67,0.0,2.37,20,19,18,21,78,0,0,0,,-3.1,2.4425,1.6549,3.67,0.0,0.975,4,0
2327421065,2023,IH,L,1,3.0,3.16,3.67,0.0,2.38,20,19,18,21,78,0,0,0,,-3.0,2.4575,1.6631,3.67,0.0,0.975,4,0
2327421066,2023,IH,P,1,3.0,3.16,3.67,0.0,2.38,20,19,18,21,78,0,0,0,,-3.0,2.4575,1.6631,3.67,0.0,0.975,4,0
2327421067,2023,IH,L,1,3.15,3.16,3.67,0.0,2.42,20,19,18,21,78,0,0,0,,-3.15,2.495,1.681,3.67,0.0,0.975,4,0
2327421068,2023,IH,L,1,3.0,2.68,3.67,0.0,2.27,20,19,18,21,78,1,0,0,,-3.0,2.3375,1.612,3.67,0.0,0.975,4,0
2327421069,2023,IH,L,1,3.1,3.0,3.67,0.0,2.37,20,19,18,21,78,0,0,0,,-3.1,2.4425,1.6549,3.67,0.0,0.975,4,0
2327421070,2023,IH,L,1,3.0,3.0,3.67,0.0,2.35,20,19,18,21,78,0,0,0,,-3.0,2.4175,1.6423,3.67,0.0,0.975,4,0
2327421071,2023,IH,L,1,3.35,3.0,3.67,0.0,2.44,20,19,18,21,78,0,0,0,,-3.35,2.505,1.6923,3.67,0.0,0.975,4,0
2327421072,2023,IH,L,1,3.0,3.0,3.67,0.0,2.35,20,19,18,21,78,0,0,0,,-3.0,2.4175,1.6423,3.67,0.0,0.975,4,0
2327421073,2023,IH,L,1,3.15,3.0,3.67,0.0,2.38,20,19,18,21,78,0,0,0,,-3.15,2.455,1.6617,3.67,0.0,0.975,4,0
2327421074,2023,IH,P,1,3.2,3.16,3.67,0.0,2.44,20,19,18,21,78,0,0,0,,-3.2,2.5075,1.6876,3.67,0.0,0.975,4,0
2327421075,2023,IH,L,1,3.0,3.16,3.67,0.0,2.38,20,19,18,21,78,0,0,0,,-3.0,2.4575,1.6631,3.67,0.0,0.975,4,0
2327421076,2023,IH,L,1,3.33,3.0,2.5,0.0,3.13,122,7,16,4,149,1,0,1,,-3.33,2.2075,1.5107,3.33,0.0,1.8625,4,1
237421016,2023,IH,P,1,3.35,0.0,1.33,,1.54,20,21,18,,59,9,0,0,91.68,-2.02,1.56,1.6868,3.35,0.0,0.7375,3,0
237421019,2023,IH,L,1,3.65,3.62,1.33,,2.93,20,21,18,,59,4,0,0,92.6,-2.32,2.8667,1.3309,3.65,1.33,0.7375,3,0
237421027,2023,IH,L,1,3.15,0.67,3.33,,2.32,20,21,18,,59,9,0,0,92.14,0.18,2.3833,1.4865,3.33,0.67,0.7375,3,0
237421036,2023,IH,L,1,3.0,0.0,3.67,,2.14,20,21,18,,59,6,1,0,87.32,0.67,2.2233,1.9544,3.67,0.0,0.7375,3,0
237421040,2023,IH,P,1,1.3,0.57,3.17,,1.6099999999999999,20,21,18,,59,14,5,0,92.72,1.87,1.68,1.341,3.17,0.57,0.7375,3,0
237421046,2023,IH,L,1,3.65,0.62,3.83,,2.63,20,21,18,,59,7,0,0,91.26,0.18,2.7,1.8036,3.83,0.62,0.7375,3,0
237421049,2023,IH,P,2,3.55,3.57,3.33,,3.49,20,21,18,,59,1,0,0,89.8,-0.22,3.4833,0.1332,3.57,3.33,0.7375,3,0
237421054,2023,IH,L,2,1.7,0.57,3.67,,1.9,20,21,18,,59,12,4,0,97.52,1.97,1.98,1.5689,3.67,0.57,0.7375,3,0
237421055,2023,IH,P,2,1.7,0.57,3.67,,1.9,20,21,18,,59,12,4,0,96.26,1.97,1.98,1.5689,3.67,0.57,0.7375,3,0
237421069,2023,IH,P,1,2.05,0.57,3.67,,2.02,20,21,18,,59,11,3,0,98.76,1.62,2.0967,1.5505,3.67,0.57,0.7375,3,0
237421074,2023,IH,P,1,2.05,1.95,4.0,,2.61,20,21,18,,59,7,3,0,96.9,1.95,2.6667,1.1558,4.0,1.95,0.7375,3,0
237421083,2023,IH,L,2,3.05,0.86,1.33,,1.75,20,21,18,,59,9,1,0,91.68,-1.72,1.7467,1.1529,3.05,0.86,0.7375,3,0
237421087,2023,IH,L,1,3.65,3.76,1.33,,2.98,20,21,18,,59,4,0,0,99.11,-2.32,2.9133,1.3723,3.76,1.33,0.7375,3,0
A219112,2019,IH,L,2,,3.0,3.32,3.14,3.16,,18,19,21,58,0,0,0,70.63,0.14,3.1533,0.1604,3.32,3.0,0.725,7,1
A219113,2019,IH,L,1,,3.0,3.58,3.05,3.21,,18,19,21,58,0,0,0,73.8,0.05,3.21,0.3214,3.58,3.0,0.725,7,1
A219114,2019,IH,P,2,,3.67,3.68,3.33,3.55,,18,19,21,58,0,0,0,72.81,-0.34,3.56,0.1992,3.68,3.33,0.725,7,1
A219115,2019,IH,P,1,,3.5,3.68,3.24,3.4699999999999998,,18,19,21,58,0,0,0,72.97,-0.26,3.4733,0.2212,3.68,3.24,0.725,7,1
A219116,2019,IH,P,2,,3.5,3.58,3.38,3.48,,18,19,21,58,0,0,0,70.1,-0.12,3.4867,0.1007,3.58,3.38,0.725,7,1
A219117,2019,IH,P,2,,3.17,3.68,3.33,3.4,,18,19,21,58,0,0,0,69.37,0.16,3.3933,0.2608,3.68,3.17,0.725,7,1
A219118,2019,IH,L,1,,3.33,3.37,3.1,3.26,,18,19,21,58,1,0,0,71.36,-0.23,3.2667,0.1457,3.37,3.1,0.725,7,1
A219119,2019,IH,L,1,,3.67,3.79,3.76,3.74,,18,19,21,58,0,0,0,72.68,0.09,3.74,0.0624,3.79,3.67,0.725,7,1
A219120,2019,IH,L,1,,3.5,3.68,3.29,3.48,,18,19,21,58,0,0,0,73.38,-0.21,3.49,0.1952,3.68,3.29,0.725,7,1
A219121,2019,IH,L,1,,3.17,3.16,3.29,3.21,,18,19,21,58,0,0,0,72.39,0.12,3.2067,0.0723,3.29,3.16,0.725,7,1
A219122,2019,IH,L,1,,3.17,3.37,3.05,3.19,,18,19,21,58,0,0,0,79.31,-0.12,3.1967,0.1617,3.37,3.05,0.725,7,1
A219124,2019,IH,P,1,,3.5,3.89,3.52,3.64,,18,19,21,58,0,0,0,73.57,0.02,3.6367,0.2196,3.89,3.5,0.725,7,1
A219125,2019,IH,P,1,,3.33,3.58,3.19,3.36,,18,19,21,58,0,0,0,70.95,-0.14,3.3667,0.1976,3.58,3.19,0.725,7,1
A219126,2019,IH,L,1,,3.83,3.89,3.14,3.6,,18,19,21,58,0,0,0,69.69,-0.69,3.62,0.4168,3.89,3.14,0.725,7,1
A219127,2019,IH,L,1,,3.5,3.4699999999999998,3.05,3.33,,18,19,21,58,0,0,0,73.65,-0.45,3.34,0.2516,3.5,3.05,0.725,7,1
A219128,2019,IH,P,1,,3.83,4.0,3.71,3.84,,18,19,21,58,0,0,0,74.21,-0.12,3.8467,0.1457,4.0,3.71,0.725,7,1
A219129,2019,IH,L,2,,3.33,3.68,3.1,3.36,,18,19,21,58,0,0,0,68.02,-0.23,3.37,0.2921,3.68,3.1,0.725,7,1
A219130,2019,IH,L,1,,3.5,3.58,3.1,3.38,,18,19,21,58,0,0,0,68.83,-0.4,3.3933,0.2572,3.58,3.1,0.725,7,1
A219134,2019,IH,P,1,,3.83,3.89,3.57,3.76,,18,19,21,58,0,0,0,73.69,-0.26,3.7633,0.1701,3.89,3.57,0.725,7,1
A219137,2019,IH,L,1,,3.33,2.68,2.9,2.9699999999999998,,18,19,21,58,2,0,0,66.71,-0.43,2.97,0.3306,3.33,2.68,0.725,7,1
A219139,2019,IH,L,2,,2.67,2.11,2.38,2.38,,18,19,21,58,3,0,0,71.22,-0.29,2.3867,0.2801,2.67,2.11,0.725,8,1
A219140,2019,IH,P,1,,3.5,3.68,3.33,3.5,,18,19,21,58,0,0,0,66.58,-0.17,3.5033,0.175,3.68,3.33,0.725,7,1
A219141,2019,IH,P,1,,3.17,3.11,3.0,3.09,,18,19,21,58,1,0,0,65.02,-0.17,3.0933,0.0862,3.17,3.0,0.725,7,1
